編號,原文,臺灣用語,大陸用語,其他用語,
164,wavelet packet basis,小波封包基礎,小波包基 ,,
165,wavelet transformation,小波變換,小波變換 ,,
166,wavepipeline,波形管線,波形流水線 ,,
167,wave-soldering,波峰焊,波峰焊 ,,
168,WAW,寫後寫,寫后寫 ,,
169,way control block	,分路控制塊,,,
170,way sort,線路分類；通路分類,,,
171,way station,分站；路站,,,
172,way-operated circuit,分路工作電路,,,
173,weak bit,弱位技術,弱位 ,,
174,weak consistency model,弱一致性模型,弱一致性模型 ,,
175,weak convergence,弱收斂,,,
176,weak coupling,弱耦合,,,
177,weak definition,弱定義,,,
178,weak entity type,弱實體型,,,
179,weak equality,弱相等,,,
180,weak external reference	,弱外部引用,,,
181,weak interference,弱干擾,,,
182,weak key,弱密鍵,弱密鑰 ,,
183,weak magnetic substance,弱磁性體；弱磁性物質,,,
184,weak method,弱方法,弱方法 ,,
185,weak precedence grammar,弱居先文法,,,
186,weak precedence parser,弱居先剖析器,,,
187,weak reciprocity,弱互反性,,,
188,weak reference,弱引用,,,
189,weak separability,弱可分離性,,,
190,weaked connected graph,弱連接圖,,,
191,weakest liberal precondition,最弱充分前提,,,
192,weakly connected,弱連接,,,
193,weakly connected digraph,弱連接有向圖,,,
194,weakly connected graph,弱連接圖,弱連通圖 ,,
195,weakly ε-approximation,弱ε－近似,,,
196,weapon effect display system	,武器效應顯示系統,,,
197,weapon system monitor	,武器系統監控程式；武器系統監控器,,,
198,weapon system phase to analog recording	,武器系統類比記錄階段,,,
199,weapon system planning and control system,武器系統設計和控制系統,,,
200,weapon system software development,武器系統軟體研製,,,
201,weapons delivery computer	,武器發射計算機,,,
202,weapons effect buoy system	,武器效應浮標系統,,,
203,weapons release computer	,武器投擲計算機,,,
204,weapons release programmer	,武器投擲程式員,,,
205,weapons status digital display	,武器狀態數位顯示器,,,
206,weapons system computer	,武器系統計算機,,,
207,wear,磨損,,,
208,wear process,磨損過程,,,
209,wear resistance,抗磨損力,,,
210,wear resistance tape head,耐磨磁帶頭,,,
211,wearable computer,可穿戴計算機,可穿戴計算機 ,,
212,wearable computing,隨身計算,隨身計算 ,,
213,wear-out,磨損；消耗,,,
214,wearout failure,磨損失效,磨損失效 ,,
215,wear-out failure,衰老失效；磨損失效,衰老失效 ,,
216,weather analysis,氣象分析,,,
217,weather bureau area forecast center	,氣象局區域預報中心,,,
218,weather bureau signal station	,氣象局通信站,,,
219,weather center	,氣象中心,,,
220,weather chart facsimile apparatus,氣象圖傳真機,,,
221,weather communications center	,氣象通訊中心,,,
222,weather communications problems	,氣象通訊問題,,,
223,weather computer,氣象計算機,,,
224,weather controlled message,氣象控制電報；氣象控制信息,,,
225,weather facsimile experiment,氣象傳真實驗,,,
226,weather facsimile network,氣象傳真通信網,,,
227,weather information network and display system	,氣象資訊網與顯示系統,,,
228,weather information remoting and display system	,氣象資料遙測和顯示系統,,,
229,weather information telemetry system	,氣象資訊遙測系統,,,
230,weather message switching center	,氣象訊息轉接中心；氣象訊息交換中心,,,
231,weather message switching system	,氣象訊息交換系統,,,
232,weather observing and forecasting system	,氣象觀測預報系統,,,
233,weather radar data processor and analyzer,氣象雷達資料處理機和分析器；氣象雷達資料處理程,,,
234,weather records processing center	,氣象記錄處理中心,,,
235,weather satellite data,氣象衛星數據,,,
236,web,散熱片；薄板條；網；網模；卷箔紙印刷,萬維網 ,,
237,Web address,網址,[萬維]網[地]址 ,,
238,Web file system,We檔案系統,Web文件系統 ,,
239,web grammar,網文法,,,
240,Web page,網頁,[萬維]網頁 ,,
241,Web server,網頁伺服器,萬維[網]服務器, *Web服務器 ,,
242,Web site,網站,萬維網站, *萬維站點 ,,
243,weber	,韋伯（磁通單位）,,,
244,Weber's law,韋伯定律,,,
245,wedge,楔；楔形物；尖劈,,,
246,wedge contact,楔形接點,,,
247,wedge label,楔形標號,,,
248,weed,廢物；淘汰；清除；拋棄,,,
249,weed out,註銷；淘汰；剔除,,,
250,Wehnelt interrupter	,文納爾中斷器,,,
251,Weibull distribution,維伯分佈,,,
252,Weierstrass condition,維爾斯特拉斯條件,,,
253,weight,權重；權；重；權數；重量；加權；負荷；砝碼；權（衡）,,,
254,weight data transmitter	,加權資料發送器,,,
255,weight encoder,權碼編碼器,,,
256,weight function,加權函數,權函數 ,,
257,weight register,加權暫存器,,,
258,weight vector,權向量；權衡向量,,,
259,weight-bit code,加權位代碼（二進制符號化十進制符號）,,,
260,weighted assignment,加權指派,,,
261,weighted average,加權平均；加權平均值,,,
262,weighted bidirectional search,加權雙向搜尋,,,
263,weighted code,加權碼,,,
264,weighted coefficient,加權係數,,,
265,weighted concept,加權概念,,,
266,weighted external path length,加權外路徑長度,,,
267,weighted graph,加權圖形,加權圖 ,,
268,weighted least squares,加權最小二平方,,,
269,weighted longest common subsequence,加權最長共用次序列,,,
270,weighted metric,加權度量,,,
271,weighted moving average,加權移動平均,,,
272,weighted path length,加權路徑長度；加權通路長度,,,
273,weighted pushdown language,加權下推語言,,,
274,weighted S-graph,加權S圖,加權S圖 ,,
275,weighted superposition,權重疊加,,,
276,weighted synchronic distance,加權同步距離,加權同步距離 ,,
277,weighted term logic,加權項邏輯,,,
278,weighted term search,加權項搜尋,,,
279,weighted T-graph,加權T圖,加權T圖 ,,
280,weighted value,加權值,,,
281,weighted-area masks,加權區掩碼,,,
282,Weighter record analysis program,韋特爾記錄分析程式,,,
283,weighting,加權；加重；衡量；評價,,,
284,weighting function,加權函數,,,
285,weighting function method,加權函數法,,,
286,weighting network,加權網路,,,
287,weld,熔接；焊接,,,
288,weld flange,焊接凸緣,,,
289,welding engineering standard	,焊接工程標準,,,
290,welding flux,焊劑；焊料,,,
291,welfare administrative information system	,福利行政管理資訊系統,,,
292,well,井；完善,,,
293,well-behaved net,良工作網路；良性網路,,,
294,well-connected relation computer	,連接良好的相關計算機,,,
295,well-defined function,定義良好的函數,,,
296,well-defined support structure,定義完善的支援結構,,,
297,well-designed control unit,設計良好的控制裝置,,,
298,well-developed theory,完備理論,,,
299,well-documented software tool,文件齊全的軟體工具,,,
300,well-formed arithmetic expression,合適算術表式,,,
301,well-formed formula,符合語法規則的公式；合適公式,合式公式 ,,
302,well-formed string,合適串；合式串,,,
303,well-formed structured program,合式的結構程式；形式良好的結構程式,,,
304,well-founded set,良基集；整序集,,,
305,well-ordered set,良序集,,,
306,well-ordering principle,良序原則,,,
307,well-structured program,良構程式,良構程序 ,,
308,wet,濕,,,
309,wet process development,濕法顯影,,,
310,wet tumbling,濕法拋光,,,
311,wetting,潤濕,,,
312,what if analysis,若則分析,,,
313,what you see is what I see,你見即我見,你見即我見 ,,
314,what you see is what you get,即視即所得；直接可視數據；幕前排版；所見即所得,所見即所得 ,,
315,what you see is what you get	,即視即所得；直接可視數據；幕前排版；所見即所得,所見即所得,,
316,what-if game,「若－則」競賽,,,
317,Wheaton information system for education,威頓教育資訊系統,,,
318,Wheatstone bridge,惠斯登電橋,,,
319,wheel,輪,,,
320,wheel energy storage and attitude control	,飛輪能量儲存與姿態控制,,,
321,wheel printer,輪圈式列印機；字輪式列印機；輪式印字機,,,
322,when-determinate,時間確定型,,,
323,where-determinate,地點確定型,,,
324,where-used,用途,,,
325,where-used pegging,用途盯承法,,,
326,Whetstone benchmark,惠斯登基準,,,
327,whiffletree switch,複衍開關,,,
328,while box,狀況框,,,
329,while loop,狀況循環,,,
330,while schema,狀況模式,,,
331,WHILE statement syntax,WHILE敘述語法,,,
332,whirl,旋轉,,,
333,whirl coating,旋轉塗層法；甩膠（印製電路板技術用）,,,
334,whirlwind computer,旋風型計算機,,,
335,whirly bird,直升飛機（磁碟機的俚語）,,,
336,whisker contact,點接觸,,,
337,white box method,白箱法,,,
338,white box testing,白箱測試,白箱測試 ,,
339,white Gaussian noise	,白高斯雜訊,,,
340,white indicator lamp	,白色指示燈,,,
341,white noise,白噪音；白雜訊,,,
342,white noise emitter,白噪音發射器,白噪聲發生器 ,,
343,white plague,白斑,,,
344,white space,虛格,,,
345,white space count program,白空間計數程式,,,
346,whiteboard service,白板服務,白板服務 ,,
347,white-box,白箱,白箱 ,,
348,white-collar crime,白領犯罪,白領犯罪 ,,
349,Whitney tape head,惠特尼磁帶頭,,,
350,Whittaker-Shannon sampling theorem,維特克－向農抽樣定理,,,
351,who are you?,你是誰？,,,
352,who-are-you character,詢名字元,,,
353,who-are-you	,詢名字元（數據通信中的傳輸控制字元）,,,
354,whole course tracing,全程追蹤,,,
355,wholesale applications management system	,批發業應用管理系統,,,
356,wholesale inventory management system	,批發庫存管理系統,,,
357,Wichita automatic linear data output ,威克達自動線性數據輸出（波音公司）,,,
358,wick,氈墊,,,
359,wide,寬；廣,,,
360,wide application system adapter	,廣域應用系統配接器,,,
361,wide area computer network,廣域電腦網路,,,
362,wide area computing service	,廣域計算服務,,,
363,wide area data service	,廣域資料服務,,,
364,wide area information server,廣域資訊服務系統,廣域信息服務系統 ,,
365,wide area network,廣域網路,廣域網 ,,
366,wide area telecommunication service	,廣域遠程電信服務,,,
367,wide area telecommunications telephone service	,廣域電訊電話業務,,,
368,wide area telephone service	,廣域電話服務,,,
369,wide area transmission system	,廣域傳輸系統,,,
370,wide branching,寬分支,,,
371,wide cards,寬卡,,,
372,wide character,寬字元,,,
373,wide document,寬文件,,,
374,wide field optical filter	,廣域光學濾波器,,,
375,wide frequency band	,寬頻帶,,,
376,wide line,寬線路,,,
377,wide line character,粗體字元,,,
378,wide pulse modulation,寬脈衝調變,,,
379,wide ruler,寬規尺,,,
380,wide track,寬磁軌,寬磁道 ,,
381,wideband active repeater satellite,寬頻有源轉發衛星,,,
382,wideband antenna,寬頻天線,,,
383,wideband carrier system,寬頻載波系統,,,
384,wideband channel,寬頻通道,,,
385,wideband common carrier channels,寬頻公用載波通道,,,
386,wideband communication system,寬頻通訊系統,,,
387,wideband coupler	,寬頻耦合器,,,
388,wideband data assembly	,寬頻資料組合（程式）,,,
389,wideband data line	,寬頻資料傳輸線（路）,,,
390,wideband data link	,寬頻資料鏈,,,
391,wideband data set,寬頻資料機,,,
392,wideband data	,寬頻資料,,,
393,wideband demodulator	,寬頻解調器,,,
394,wideband exciter and processor	,寬頻激勵器與處理機,,,
395,wideband frequency modulation	,寬頻帶調頻,,,
396,wideband laser	,寬頻雷射,,,
397,wideband limiter	,寬頻限制器,,,
398,wideband link,寬頻鏈接,,,
399,wideband multichannel receiver	,寬頻多通道接收器,,,
400,wideband multiple access,寬頻多路存取,,,
401,wideband remote switch	,寬頻遠程開關,,,
402,wideband satellite delay compensation unit	,寬頻衛星延遲補償器,,,
403,wideband subscriber terminal	,寬頻用戶終端機,,,
404,wideband system for acquiring and recording data	,資料獲取與記錄用寬頻系統,,,
405,wideband system	,寬（頻）帶系統,,,
406,wideband transmission system	,寬頻傳輸系統,,,
407,wideband video tape recorder	,寬頻磁帶錄影機,,,
408,wideband	,寬頻；寬帶,,,
409,widening,加寬,,,
410,widening alter,加寬變換,,,
411,widening coercion,放寬強制,,,
412,wide-range analog input subsystem	,廣域類比輸入子系統,,,
413,wide-range imaging spectrometer	,寬波段圖像頻譜器,,,
414,wide-range recording and monitoring system,廣域記錄與監視系統,,,
415,wide-range search system,廣域搜索系統,,,
416,wide-spectrum signal transmission,寬頻譜信號傳輸,,,
417,wide-temperature core,寬溫磁蕊,,,
418,widow,寡婦；未排足的行；半行（指上頁多出移轉下頁的半行）,寡行,,
419,widow line,未排足行；半行,,,
420,widow/orphan control lines,孤行寡列控制行,,,
421,width,寬度,,,
422,width coding,寬度編碼,,,
423,width control,寬度控制,,,
424,width of field,欄寬,,,
425,width slots,寬槽,,,
426,width value,寬度值,,,
427,Wiener filtering,Wiener filtering濾波,維納濾波 ,,
428,Wiener's predication,維納預測（信息）,,,
429,Wijngaarden grammar,維恩加登文法,,,
430,wildcard,通配；通配符,通配符 ,,
431,wildcard character,通配字元；通用字元,,,
432,wildcard construction,通配構造,,,
433,wildcard operation,通配作業,,,
434,willful intercept,有意截取,,,
435,Williams memory tube,威廉記憶管（一種陰極射線儲存器）,,,
436,Williams storage tube,威廉儲存管（一種陰極射線儲存器）,,,
437,Williams tube,威廉管,,,
438,Williams tube storage,威廉管儲存,,,
439,Winchester disk,溫徹斯特硬式磁碟機；溫徹斯特磁碟,,,
440,Winchester disk drive,溫徹斯特磁碟機,溫[切斯特]盤驅動器 ,,
441,Winchester disk technology,溫徹斯特磁碟技術,,,
442,Winchester head,溫徹斯特磁頭,,,
443,Winchester suspension,溫徹斯特懸置,,,
444,Winchester technology,溫徹斯特技術,溫切斯特技朮 ,,
445,winder,捲器,,,
446,winding,捲,,,
447,winding pitch,線捲間距,,,
448,window,視窗；窗；窗口,窗口 ,,
449,window ,視窗（電腦圖形的）,,,
450,window area,視窗區域,,,
451,window based interface,基於視窗的介面,,,
452,window block,視窗塊,,,
453,window clipping,視窗剪輯,,,
454,window concept,視窗概念,,,
455,window control block	,視窗控制塊,,,
456,window coordinates,視窗坐標,,,
457,window definition block status word,視窗定義塊狀態字,,,
458,window edge,視窗邊緣,,,
459,window frame,窗框,,,
460,window function,視窗函數,窗口函數 ,,
461,window information,視窗資訊,,,
462,window management software,視窗管理軟體,,,
463,window management system,視窗管理系統,,,
464,window menu,視窗選項單,,,
465,window operation,視窗作業,,,
466,window position,視窗位置,,,
467,window scale factor,視窗調整因數,,,
468,window signal,視窗信號,,,
469,window size,視窗大小；視窗尺寸,窗口大小 ,,
470,window system,視窗系統,,,
471,window turning,視窗轉動,,,
472,window/viewport transformation,視窗／視埠變換；視窗／視域轉換,,,
473,windowed pattern primitive,視窗型樣基元,,,
474,windowing,開視窗,開窗口 ,,
475,windowing function,開視窗功能,,,
476,windowing transformation,開視窗變換,,,
477,Windows,視窗作業系統,視窗操作系統 ,,
478,Windows 2000,視窗2000作業系統,視窗操作系統2000 ,,
479,Windows 95,視窗 95系統,視窗操作系統95 ,,
480,Windows 98,視窗 98作業系統,視窗操作系統98 ,,
481,window's base address,視窗基底位址,,,
482,Windows new technology	,Windows NT 個人電腦作業系統；視窗 NT作業系統；,,,
483,Windows NT,視窗 NT作業系統,新技朮視窗操作系統 ,,
484,windows sockets	,視窗軟體插槽,,,
485,Windows XP,視窗 XP作業系統,視窗操作系統 XP ,,
486,window-to-viewport mapping,視窗至視埠映射,,,
487,window-viewport,視窗視埠,,,
488,wind-tunnel computer,風洞計算機,,,
489,wing nut,蝶形螺帽,,,
490,wing panel,翼板,,,
491,wing-shaped screw,翼形螺釘,,,
492,winner-take-all,贏者全取,,,
493,Winston artificial intelligence,溫斯頓人工智慧,,,
494,winter convention on aerospace electronic systems,航空電子系統冬季會議,,,
495,WIP totals sheet,在製品總計單,,,
496,wipe,擦；消除,,,
497,wipe-out	,清除；封閉,,,
498,wiper,擦淨器,,,
499,wiper seal,壓力密封；接觸密封,,,
500,wiper switch,滑動開關；接觸開關,,,
501,wiping,擦淨；摩擦接觸,,,
502,wiping action,擦淨作用,,,
503,wire,線；導線,,,
504,wire automated check system	,導線自動檢查系統,,,
505,wire board,接線板,,,
506,wire bonding,絲焊（法）,,,
507,wire broadcast telephone exchange	,有線廣播電話交換機,,,
508,wire broadcast telephone	,有線廣播電話,,,
509,wire cable	,線纜,,,
510,wire communication line,有線通訊線路,,,
511,wire contact relay	,線接觸繼電器,,,
512,wire delay,線延遲,線延遲 ,,
513,wire fault,線路故障,,,
514,wire file,成串檔案；線式檔,,,
515,wire frame,線框,線框 ,,
516,wire frame objects,線框物件,,,
517,wire frame representation,線框表示法；線圖框表示法,,,
518,wire gauge	,線規,,,
519,wire guide,線導引,,,
520,wire jumper,跳線；跨接線,,,
521,wire layout,佈線,,,
522,wire list,連線表；接線表,,,
523,wire matrix,線矩陣,,,
524,wire matrix printer,點矩陣列印機,,,
525,wire memory,磁線記憶體,,,
526,wire over ground,地上線,地上線 ,,
527,wire printer,點矩陣列印機,,,
528,wire reel	,線捲盤,,,
529,wire sharing system,線路分享系統,,,
530,wire shift register	,磁線移位暫存器,,,
531,wire storage,線儲存,,,
532,wire surface,針表面,,,
533,wire teletype	,有線電傳打字機,,,
534,wire tip,針頭,,,
535,wire wrap,繞接,繞接 ,,
536,wired AND,線與；線與連接,,,
537,wired back,佈線背面,,,
538,wired circuit	,佈線電路,,,
539,wired logic control,佈線邏輯控制,,,
540,wired logic	,佈線邏輯；連線邏輯,,,
541,wired OR,線或,,,
542,wired OR wired AND logic,線或線與邏輯,,,
543,wired program computer	,接線程式電腦,,,
544,wired remote control,有線遙控,,,
545,wired synchronization system,有線同步系統,,,
546,wired-OR,線或,線或 ,,
547,wireframe modeling,線框建模,線框建模,,
548,wire-in check,硬體檢查,,,
549,wireless bonding,無線接合,,,
550,wireless communication,無線通信,,,
551,wireless data link	,無線資料鏈接,,,
552,wireless local area network	,無線區域網路,,,
553,wireless mark up language,無線標示語言,無線置標語言 ,,
554,wireless microphone,無線麥克風（話筒）,,,
555,wireless note,無線電通知,,,
556,wireless order	,無線電命令,,,
557,wireless telegraphy	,無線電報,,,
558,wireless terminal,無線終端機,,,
559,wireline modulator and demodulator,有線調變解調器,,,
560,wiretapping,從電話或電報線路上竊取情報；搭線,竊取信道信息, *搭線竊聽 ,,
561,wire-type acoustic delay-line,線形聲波延遲線,,,
562,wire-wrap,繞線,,,
563,wire-wrap boards,繞線板,,,
564,wire-wrap connection,繞線連接,,,
565,wire-wrap tool,繞線工具,,,
566,wire-wrappable module board,繞線模組板,,,
567,wire-wrapped socket board,繞線插座板,,,
568,wire-wrapping machine,繞線機,,,
569,wiring,佈線,接線 ,,
570,wiring board,佈線板,,,
571,wiring closet,佈線室,,,
572,wiring concentrator,佈線集線器,,,
573,wiring diagram	,佈線圖,,,
574,wiring list	,佈線列表,,,
575,wiring measurement sampling	,佈線測量抽樣,,,
576,wiring pattern,佈線型樣,,,
577,wiring plan system	,佈線設計系統,,,
578,wiring problem,佈線問題,,,
579,wiring rule,佈線規則,布線規則 ,,
580,wiring system,佈線系統,,,
581,wiring topology,佈線佈局,,,
582,Wirth-Weber precedence relation,沃思－韋伯居先關係,,,
583,Wiswesser line notation,韋斯維斯線路表示法,,,
584,WITH statement,WITH敘述,,,
585,withdraw,撤回；提款,,,
586,withholding,預扣稅款,,,
587,Witton network analyzer,威頓網路分析儀,,,
588,wizard,精靈,向導 ,,
589,WML,無線標示語言,無線置標語言 ,,
590,woofer,低音揚聲器；低音喇叭,,,
591,word,詞,詞 ,,
592,word,字,字 ,,
593,word access time,字存取時間,,,
594,word accumulator,字累加器,,,
595,word address,字位址,,,
596,word address format	,字位址格式,,,
597,word address register	,字位址暫存器,,,
598,word addressing,字定址,,,
599,word aligned,對齊字,,,
600,word and byte addressing,字和拜混合定址,,,
601,word association,字相聯,,,
602,word boundary,字邊界,,,
603,word buffer register	,字緩衝暫存器,,,
604,word capacity,字長；字容量,,,
605,word category,詞種類,詞范疇 ,,
606,word cell,字格,,,
607,word chain operation,字鍊接操作,,,
608,word character,字符元,,,
609,word choice in generation,產生時字選擇,,,
610,word classifying,字分類,,,
611,word combine and multiplexer	,字組合與多工轉換器,,,
612,word comparator time,字比較器時間,,,
613,word computer,字計算機,,,
614,word control logic	,字控制邏輯,,,
615,word control register	,字控制暫存器,,,
616,word count,字計數,字計數 ,,
617,word count register	,字計數暫存器,,,
618,word count	,字計數,字計數,,
619,word counter	,字計數器,,,
620,word cycle instruction,字週期指令,,,
621,word cycle register,字週期暫存器,,,
622,word data stage	,字資料階段,,,
623,word data state	,字資料狀態,,,
624,word decoder,字解碼器,,,
625,word describing data,文字描述資料,,,
626,word description	,字描述,,,
627,word dictionary,字典,,,
628,word display	,字顯示,,,
629,word drive,字驅動,字驅動 ,,
630,word drive current,字驅動電流,,,
631,word driver,字驅動器,,,
632,word driver AND gate	,字驅動器與閘；字驅動器,,,
633,word driver bit	,字驅動器位元,,,
634,word error probability,誤字概率,,,
635,word expert parsing,詞專家剖析,詞專家句法分析 ,,
636,word family,字族,,,
637,word flow language,字流語言,,,
638,Word for Word,字轉換公用程式,,,
639,word frequency,字頻,詞頻 ,,
640,word frequency dictionary,詞頻字典,,,
641,word frequency index,字頻率索引,,,
642,word gap,字間隙,,,
643,word generator,字（詞）產生器；字（詞）生成程序,,,
644,word index,字索引,,,
645,word indexing,字索引,,,
646,word key,字鍵,,,
647,word length,字長,字長 ,,
648,word line	,字線,,,
649,word locality,字位置,,,
650,word locator,字定位器,,,
651,word mark	,字標示,,,
652,word memory,字記憶體,,,
653,word modules,字模組,,,
654,word organized storage,字組成儲存器,字選存儲器,,
655,word organized store,字組成儲存,,,
656,word organized system,文字組成系統,,,
657,word oriented,字導向,,,
658,word oriented scientific instruction,字導向科學指令,,,
659,word oriented serial access file,字導向串聯存取檔,,,
660,word oriented storage,字導向儲存器,,,
661,word pattern,字型樣,,,
662,word period,字週期,,,
663,word problem of semi-Thue system,半圖厄系統判字問題,,,
664,word problem of type-0 grammar,0型文法判字問題,,,
665,word problem system type-0 grammar,0型文法判字問題系統,,,
666,word processing,字處理,字處理 ,,
667,word processing and office equipment	,文字處理和辦公設備,,,
668,word processing capability,文字處理能力,,,
669,word processing center,文字處理中心,,,
